travelCode,userCode,price,time,distance,from_Brasilia (DF),from_Campo Grande (MS),from_Florianopolis (SC),from_Natal (RN),from_Recife (PE),from_Rio de Janeiro (RJ),from_Salvador (BH),from_Sao Paulo (SP),to_Brasilia (DF),to_Campo Grande (MS),to_Florianopolis (SC),to_Natal (RN),to_Recife (PE),to_Rio de Janeiro (RJ),to_Salvador (BH),to_Sao Paulo (SP),flightType_firstClass,flightType_premium,agency_FlyingDrops,agency_Rainbow
57,0,932.84,1.44,555.74,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
57,0,835.21,1.44,555.74,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
58,0,698.1,0.67,257.81,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
58,0,602.12,0.67,257.81,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
59,0,1684.05,2.16,830.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
59,0,1531.92,2.16,830.86,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
60,0,1214.82,1.11,425.98,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
60,0,959.29,1.11,425.98,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
61,0,332.1,0.46,176.33,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
61,0,361.68,0.46,176.33,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,0,1684.05,2.16,830.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
62,0,1531.92,2.16,830.86,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
63,0,1434.91,1.43,550.69,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
63,0,1286.63,1.43,550.69,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
64,0,1484.94,2.05,788.55,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
64,0,1440.02,2.05,788.55,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
65,0,717.04,1.55,597.61,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
65,0,796.42,1.55,597.61,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,0,1706.89,2.3,885.57,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
66,0,1702.23,2.3,885.57,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
67,0,663.23,1.44,555.74,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
67,0,602.49,1.44,555.74,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
68,0,1470.41,2.05,788.55,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
68,0,1440.25,2.05,788.55,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
69,0,670.13,1.26,486.52,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
69,0,1145.72,1.26,486.52,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
70,0,756.3,1.02,392.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
70,0,1269.73,1.02,392.76,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
71,0,1724.49,1.76,676.56,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
71,0,1020.08,1.76,676.56,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0
72,0,1119.47,1.44,555.74,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
72,0,1181.19,1.44,555.74,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
73,0,898.04,1.11,425.98,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
73,0,1287.52,1.11,425.98,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
74,0,1242.65,2.05,788.55,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
74,0,1016.53,2.05,788.55,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
75,0,831.7,0.72,277.7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
75,0,661.32,0.72,277.7,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
76,0,513.06,1.26,486.52,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
76,0,829.91,1.26,486.52,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
77,0,1313.76,1.43,550.69,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
77,0,1300.53,1.43,550.69,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
78,0,1313.76,1.43,550.69,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
78,0,1300.53,1.43,550.69,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
79,0,669.83,0.58,222.67,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
79,0,744.11,0.58,222.67,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
80,0,474.6,0.58,222.67,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
80,0,563.23,0.58,222.67,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
81,0,726.19,1.43,550.69,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
81,0,686.79,1.43,550.69,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
82,0,756.3,1.02,392.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
82,0,1269.73,1.02,392.76,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
83,0,1665.24,1.76,676.56,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
83,0,1040.84,1.76,676.56,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1
84,0,1665.24,1.76,676.56,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
84,0,1040.84,1.76,676.56,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1
85,0,721.93,0.63,242.21,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
85,0,772.21,0.63,242.21,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
86,0,588.14,1.02,392.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
86,0,962.54,1.02,392.76,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
87,0,804.24,0.63,242.21,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
87,0,709.25,0.63,242.21,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
88,0,446.73,1.02,392.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
88,0,647.9,1.02,392.76,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
89,1,932.84,1.44,555.74,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
89,1,835.21,1.44,555.74,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
90,1,630.34,1.02,392.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
90,1,906.59,1.02,392.76,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
91,1,964.83,2.16,830.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
91,1,811.73,2.16,830.86,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
92,1,638.63,0.63,242.21,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
92,1,559.13,0.63,242.21,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
93,1,884.94,1.66,637.56,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
93,1,636.51,1.66,637.56,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
94,1,756.3,1.02,392.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
94,1,1269.73,1.02,392.76,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
95,2,1183.57,1.55,597.61,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
95,2,1446.4,1.55,597.61,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
96,2,427.25,0.46,176.33,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
96,2,479.37,0.46,176.33,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
97,2,1433.35,1.43,550.69,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
97,2,1192.62,1.43,550.69,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
98,2,332.1,0.46,176.33,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
98,2,361.68,0.46,176.33,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,2,883.63,1.26,486.52,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
99,2,1533.42,1.26,486.52,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
100,2,344.26,0.48,183.37,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
100,2,369.57,0.48,183.37,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
101,2,743.54,1.69,650.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
101,2,877.56,1.69,650.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
102,2,921.08,1.76,676.56,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
102,2,609.83,1.76,676.56,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
103,2,446.73,1.02,392.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
103,2,647.9,1.02,392.76,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
104,2,301.51,0.58,222.67,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
104,2,429.77,0.58,222.67,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
105,2,654.88,1.11,425.98,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,2,472.72,1.11,425.98,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
106,2,893.65,0.67,257.81,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
106,2,742.94,0.67,257.81,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
107,2,427.25,0.46,176.33,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
107,2,479.37,0.46,176.33,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
108,2,804.24,0.63,242.21,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
108,2,709.25,0.63,242.21,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
109,2,1389.37,1.69,650.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
109,2,1581.8,1.69,650.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
110,2,1242.65,2.05,788.55,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
110,2,1016.53,2.05,788.55,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
111,2,1181.19,1.44,555.74,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
111,2,1119.47,1.44,555.74,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
112,2,698.1,0.67,257.81,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
112,2,602.12,0.67,257.81,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
113,2,548.62,1.11,425.98,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
113,2,721.2,1.11,425.98,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
114,2,709.25,0.63,242.21,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
114,2,804.24,0.63,242.21,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
115,2,1611.14,2.3,885.57,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
115,2,1617.81,2.3,885.57,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
116,2,743.54,1.69,650.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
116,2,877.56,1.69,650.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
117,2,602.49,1.44,555.74,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
117,2,663.23,1.44,555.74,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
118,2,1183.57,1.55,597.61,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
118,2,1446.4,1.55,597.61,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
119,2,1723.71,2.16,830.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
